Location,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Cluster,CustomerOccupation,TransactionType,Channel,Location_Inverse
0.021894904458598725,5.847565307911304,58,80,1.0,6451.96,2,Engineer,Credit,Online,Milwaukee
0.025079617834394906,6.828224940025329,63,87,1.0,4715.84,2,Retired,Debit,ATM,Houston
0.024681528662420384,5.564175520269783,49,170,1.0,7176.86,2,Doctor,Debit,Online,Denver
0.023487261146496817,5.047995302853334,34,157,1.0,1523.72,1,Doctor,Debit,Online,Austin
0.023487261146496817,7.201312558554734,54,30,1.0,8654.28,2,Engineer,Credit,Online,Austin
0.02428343949044586,3.241028629509334,64,69,1.0,9869.93,0,Doctor,Debit,Branch,Atlanta
0.01910828025477707,6.344003449406741,48,115,1.0,10556.81,0,Doctor,Debit,ATM,Washington
0.023487261146496817,2.361796952625892,58,179,1.0,12883.91,0,Doctor,Credit,Online,Austin
0.02428343949044586,5.976249381301502,24,100,1.0,791.65,1,Student,Debit,Online,Atlanta
0.021894904458598725,6.576372071259257,60,34,1.0,4064.02,2,Retired,Credit,Online,Milwaukee
0.02428343949044586,5.415433513216716,53,55,2.0,2929.91,1,Engineer,Debit,ATM,Atlanta
0.025079617834394906,5.4452707795042,21,135,1.0,618.05,1,Student,Debit,Branch,Houston
0.02746815286624204,6.093840613724849,19,260,1.0,1375.8,1,Student,Debit,Online,Los Angeles
0.023487261146496817,6.469513847959858,29,72,1.0,1143.52,1,Engineer,Debit,ATM,Austin
0.02428343949044586,6.233783077808233,51,127,1.0,7708.41,2,Engineer,Credit,Branch,Atlanta
0.02269108280254777,6.756502064112833,27,185,1.0,1872.96,1,Student,Credit,Branch,San Francisco
0.020302547770700636,3.2718477096343066,57,78,1.0,201.04,1,Engineer,Debit,ATM,Louisville
0.027070063694267517,5.001392712729324,71,133,1.0,2115.8,1,Retired,Debit,Branch,Charlotte
0.023487261146496817,4.753762590037918,37,175,1.0,7643.66,2,Doctor,Debit,Branch,Austin
0.02786624203821656,5.951605630346094,30,24,1.0,8901.93,2,Engineer,Debit,Branch,Fort Worth
0.018312101910828025,4.6005595734304086,20,167,1.0,9383.43,0,Student,Credit,Online,El Paso
0.02786624203821656,4.43366986782572,55,164,1.0,1181.31,1,Doctor,Credit,Branch,Fort Worth
0.021894904458598725,5.284015581837177,27,146,1.0,9418.86,0,Engineer,Debit,Branch,Milwaukee
0.021894904458598725,4.874739203012945,32,235,1.0,7954.92,2,Engineer,Debit,ATM,Milwaukee
0.02388535031847134,5.729775054930455,46,51,1.0,9418.08,0,Engineer,Debit,Online,Jacksonville
0.02428343949044586,4.7534177624482945,59,80,1.0,6144.68,2,Retired,Debit,Online,Atlanta
0.02109872611464968,6.63014234220714,27,17,1.0,420.65,1,Student,Debit,Branch,Sacramento
0.02746815286624204,6.22408306878471,22,35,1.0,447.82,1,Student,Debit,Online,Los Angeles
0.023487261146496817,4.970021611210958,63,147,1.0,7981.45,2,Retired,Debit,ATM,Austin
0.021496815286624203,6.952938947557457,53,73,1.0,1829.9,1,Retired,Debit,ATM,Columbus
0.02308917197452229,5.507524252123373,25,180,1.0,985.06,1,Student,Debit,ATM,New York
0.01950636942675159,5.542713473895698,51,174,1.0,8849.26,2,Engineer,Credit,Online,Dallas
0.01950636942675159,5.3695211255543684,78,282,1.0,3528.72,1,Retired,Credit,ATM,Dallas
0.02388535031847134,5.79563212828608,40,104,1.0,480.16,1,Engineer,Debit,Online,Jacksonville
0.023487261146496817,1.252762968495368,47,107,1.0,12145.27,0,Doctor,Debit,Online,Austin
0.023487261146496817,5.707376010166331,68,47,1.0,13546.75,0,Doctor,Credit,Online,Austin
0.027070063694267517,4.06009812349351,43,122,1.4142135623730951,5688.37,2,Engineer,Credit,ATM,Charlotte
0.02428343949044586,6.0128590439621385,26,62,1.0,8346.64,2,Engineer,Debit,Online,Atlanta
0.02388535031847134,4.760719886729057,39,167,1.0,6481.04,2,Engineer,Debit,Branch,Jacksonville
0.025079617834394906,3.9994842811981406,69,121,1.0,1651.33,1,Retired,Debit,ATM,Houston
0.025079617834394906,4.16418152181088,46,165,1.0,11174.94,0,Doctor,Credit,Online,Houston
0.025079617834394906,5.7647834962136,27,91,1.0,145.5,1,Student,Debit,Online,Houston
0.016719745222929936,5.807090886187897,41,61,1.0,4172.57,2,Engineer,Debit,Online,Portland
0.01910828025477707,1.7984040119467237,56,41,1.0,5558.36,2,Retired,Debit,ATM,Washington
0.025079617834394906,5.373146507168686,70,247,1.0,11151.53,0,Doctor,Credit,Online,Houston
0.026671974522292995,6.396612938400003,57,158,1.0,1415.52,1,Doctor,Debit,Branch,Tucson
0.026671974522292995,6.73611250053033,26,80,1.0,1103.64,1,Student,Debit,Online,Tucson
0.02428343949044586,3.667400422436812,26,108,1.0,303.68,1,Student,Debit,Online,Atlanta
0.023487261146496817,6.944723457082125,58,144,1.0,5541.57,2,Doctor,Debit,Branch,Austin
0.027070063694267517,4.834057211929367,33,105,1.0,6309.8,2,Engineer,Debit,Branch,Charlotte
0.023487261146496817,5.7152168522818645,78,40,1.0,5133.61,2,Retired,Credit,Branch,Austin
0.020302547770700636,5.342525621212357,47,273,1.0,9344.98,0,Engineer,Debit,Online,Louisville
0.02746815286624204,1.9125010869241836,23,254,1.0,1117.97,1,Student,Credit,Branch,Los Angeles
0.016321656050955414,5.94628411002744,56,75,1.0,11835.35,0,Doctor,Debit,ATM,Albuquerque
0.021894904458598725,2.8425810940598164,50,124,1.0,14401.17,0,Doctor,Debit,ATM,Milwaukee
0.027070063694267517,6.188428380638807,18,68,1.0,1748.69,1,Student,Debit,Online,Charlotte
0.023487261146496817,5.82123953126126,21,18,1.0,1000.46,1,Student,Debit,Branch,Austin
0.02428343949044586,6.906184045240652,69,118,1.0,6810.05,2,Doctor,Debit,Online,Atlanta
0.02388535031847134,5.462008109204515,23,120,1.0,263.98,1,Student,Debit,Online,Jacksonville
0.02388535031847134,1.9459101490553132,30,246,1.0,5442.76,2,Doctor,Debit,Online,Jacksonville
0.025079617834394906,6.957421249996957,80,21,1.0,2037.85,1,Retired,Debit,ATM,Houston
0.027070063694267517,5.429959475599752,18,294,1.0,341.94,1,Student,Debit,ATM,Charlotte
0.027070063694267517,5.458478518671978,66,17,1.0,1066.59,1,Retired,Credit,Online,Charlotte
0.02388535031847134,4.736373871603436,69,166,1.0,6077.96,2,Retired,Credit,Branch,Jacksonville
0.02746815286624204,3.846951008684431,20,92,1.0,1659.15,1,Student,Debit,ATM,Los Angeles
0.02109872611464968,6.881811634177191,77,296,1.0,2042.22,1,Retired,Debit,Branch,Sacramento
0.02308917197452229,6.246009861561723,41,142,2.23606797749979,421.93,1,Doctor,Debit,Online,New York
0.025079617834394906,6.031886461606898,66,141,1.0,10113.66,0,Doctor,Debit,ATM,Houston
0.026671974522292995,5.586349377764106,54,92,1.0,4446.17,2,Retired,Debit,Online,Tucson
0.021894904458598725,4.254193263163997,80,113,1.0,6452.77,2,Retired,Debit,Online,Milwaukee
0.016321656050955414,5.810931390173244,35,293,1.0,2788.2,1,Engineer,Credit,Branch,Albuquerque
0.023487261146496817,5.5943395632748185,20,160,1.0,596.16,1,Student,Debit,Online,Austin
0.02269108280254777,6.208650386447944,61,265,1.0,12904.66,0,Doctor,Debit,Branch,San Francisco
0.026671974522292995,5.932934604917579,37,245,1.0,9062.4,0,Engineer,Debit,ATM,Tucson
0.02428343949044586,4.431054865741236,36,171,1.0,9009.56,2,Engineer,Credit,Online,Atlanta
0.02308917197452229,4.546056921495585,20,72,1.0,1152.2,1,Student,Credit,Online,New York
0.025079617834394906,6.690059362324856,68,129,1.0,12168.37,0,Doctor,Credit,Branch,Houston
0.027070063694267517,3.6044102974874863,23,122,1.0,611.86,1,Student,Debit,Branch,Charlotte
0.01910828025477707,3.3854066957558313,62,99,1.0,8670.53,2,Doctor,Debit,Online,Washington
0.020302547770700636,4.9454209891126535,53,177,1.0,10098.86,0,Doctor,Credit,Online,Louisville
0.025079617834394906,5.731948721982551,33,285,1.0,5307.74,2,Doctor,Debit,Branch,Houston
0.026671974522292995,4.121473229610353,56,53,1.0,1047.28,1,Retired,Credit,Branch,Tucson
0.021894904458598725,4.3288895362607525,70,125,1.0,6921.48,2,Doctor,Debit,Branch,Milwaukee
0.02428343949044586,4.778871360488434,51,137,1.0,1475.46,1,Retired,Debit,Branch,Atlanta
0.025079617834394906,5.450652112851316,34,165,1.0,112.76,1,Engineer,Debit,ATM,Houston
0.020302547770700636,4.845839264168119,75,268,1.0,5669.66,2,Retired,Debit,Branch,Louisville
0.02388535031847134,6.2290631193917765,53,162,1.4142135623730951,1309.95,1,Retired,Credit,Online,Jacksonville
0.025079617834394906,5.7214586596691435,31,36,1.0,4057.1,2,Engineer,Debit,Branch,Houston
0.025079617834394906,5.644916721789165,22,109,1.0,1585.98,1,Student,Debit,ATM,Houston
0.025079617834394906,6.657856990359107,31,17,1.0,6825.55,2,Engineer,Debit,Branch,Houston
0.02746815286624204,4.788990618905782,56,96,1.0,5516.5,2,Retired,Debit,Branch,Los Angeles
0.02388535031847134,5.182850396739323,76,43,1.0,5343.3,2,Retired,Debit,Online,Jacksonville
0.024681528662420384,5.5678863835728905,22,36,1.0,903.05,1,Student,Debit,Branch,Denver
0.02388535031847134,5.138559328162834,24,19,1.0,1806.16,1,Student,Debit,Online,Jacksonville
0.016719745222929936,4.307168381129456,26,14,1.0,787.74,1,Student,Debit,Branch,Portland
0.018312101910828025,7.217846871947003,29,106,1.0,2429.68,1,Engineer,Debit,ATM,El Paso
0.020302547770700636,6.676541752836779,19,164,1.0,770.37,1,Student,Debit,ATM,Louisville
0.021894904458598725,5.472522742739733,71,46,1.0,1182.77,1,Retired,Debit,Online,Milwaukee
0.026671974522292995,3.5601934464858913,54,54,1.0,726.55,1,Engineer,Credit,Online,Tucson
0.026671974522292995,6.6083379503119355,41,123,1.0,14464.3,0,Doctor,Debit,Online,Tucson
0.016321656050955414,6.119285918545867,58,82,1.0,12046.3,0,Doctor,Debit,ATM,Albuquerque
0.02388535031847134,5.708670508728977,73,100,1.0,7885.64,2,Retired,Debit,Branch,Jacksonville
0.021894904458598725,4.717873675901176,19,201,1.0,1952.35,1,Student,Credit,Branch,Milwaukee
0.021894904458598725,5.311677718249873,59,299,1.0,7328.52,2,Doctor,Debit,ATM,Milwaukee
0.016719745222929936,5.991989409343697,59,109,1.0,3210.39,1,Engineer,Debit,ATM,Portland
0.02388535031847134,6.9497413956491965,78,57,1.0,5726.2,2,Retired,Debit,Online,Jacksonville
0.02428343949044586,6.4478762228342505,62,52,1.0,1363.65,1,Retired,Debit,ATM,Atlanta
0.026671974522292995,2.479894107964456,60,245,1.0,1241.99,1,Engineer,Credit,ATM,Tucson
0.02746815286624204,5.379436417832829,38,235,1.0,7873.28,2,Doctor,Debit,ATM,Los Angeles
0.01910828025477707,7.2609090307938935,79,165,1.0,5674.32,2,Retired,Debit,Branch,Washington
0.020302547770700636,5.426578646492048,49,141,1.0,9840.04,0,Doctor,Credit,Branch,Louisville
0.021894904458598725,6.100072284828913,43,101,1.0,10328.23,0,Doctor,Credit,Branch,Milwaukee
0.021894904458598725,5.640381084517819,25,24,1.0,293.24,1,Student,Credit,Online,Milwaukee
0.02388535031847134,6.193466174668764,52,132,1.0,7486.63,2,Engineer,Debit,Branch,Jacksonville
0.02746815286624204,1.4586150226995167,50,131,1.0,11385.37,0,Doctor,Credit,Branch,Los Angeles
0.02388535031847134,5.300265467766052,69,165,1.0,7264.79,2,Retired,Debit,Branch,Jacksonville
0.026671974522292995,3.061520014091994,62,75,1.0,2762.48,1,Retired,Debit,Branch,Tucson
0.025079617834394906,4.741796783519916,62,32,1.0,6675.03,2,Retired,Debit,Online,Houston
0.02388535031847134,6.202758164464956,53,236,1.0,7432.99,2,Retired,Debit,Branch,Jacksonville
0.02746815286624204,5.731430066585013,19,14,1.0,1057.0,1,Student,Debit,ATM,Los Angeles
0.02428343949044586,2.4997952622817508,43,161,1.0,5956.89,2,Doctor,Debit,Online,Atlanta
0.026671974522292995,5.752001046926676,59,151,1.0,7261.59,2,Engineer,Debit,Branch,Tucson
0.02428343949044586,3.9512437185814275,64,107,1.0,4943.16,2,Retired,Debit,Branch,Atlanta
0.025079617834394906,4.95568620261124,60,100,1.0,8127.48,2,Engineer,Debit,Branch,Houston
0.024681528662420384,5.666565086839385,68,63,1.0,1748.02,1,Retired,Debit,ATM,Denver
0.027070063694267517,6.6865473531356825,31,108,1.0,9660.22,0,Engineer,Debit,ATM,Charlotte
0.025079617834394906,6.187319118184521,46,143,1.0,6371.51,2,Engineer,Debit,ATM,Houston
0.02428343949044586,6.257954902925557,54,214,1.0,9442.47,0,Doctor,Debit,ATM,Atlanta
0.023487261146496817,5.7770019569816125,63,61,1.0,5959.2,2,Retired,Credit,ATM,Austin
0.016719745222929936,5.723356317613305,65,158,1.0,13531.22,0,Doctor,Debit,ATM,Portland
0.018312101910828025,6.0709224684426975,40,145,1.0,11500.62,0,Doctor,Debit,ATM,El Paso
0.021894904458598725,6.5441995739511825,61,72,1.0,1389.37,1,Retired,Debit,ATM,Milwaukee
0.020302547770700636,4.769497479409767,55,171,1.0,6706.56,2,Engineer,Debit,ATM,Louisville
0.025079617834394906,5.960515528963966,57,149,1.0,7175.29,2,Doctor,Credit,Online,Houston
0.02428343949044586,4.3291531450668135,25,202,1.0,420.67,1,Student,Debit,ATM,Atlanta
0.026671974522292995,5.281984711927139,75,99,1.0,7323.53,2,Retired,Debit,Branch,Tucson
0.02786624203821656,4.9104465668408235,50,106,1.0,8395.85,2,Doctor,Debit,ATM,Fort Worth
0.021894904458598725,6.792613751469205,33,161,1.0,5140.93,2,Engineer,Credit,Online,Milwaukee
0.02587579617834395,5.8923897901667415,63,180,1.0,7945.57,2,Doctor,Debit,ATM,Omaha
0.027070063694267517,4.887035373118308,44,42,1.0,5873.54,2,Doctor,Debit,Branch,Charlotte
0.021894904458598725,6.187257456399393,76,37,1.0,3074.45,1,Retired,Credit,Online,Milwaukee
0.021496815286624203,6.307861619298144,64,131,1.0,6155.76,2,Retired,Debit,ATM,Columbus
0.021894904458598725,6.127523991515078,28,15,1.0,8318.29,2,Engineer,Debit,Online,Milwaukee
0.02388535031847134,6.228984264366699,58,64,1.0,230.09,1,Engineer,Debit,ATM,Jacksonville
0.02308917197452229,6.189474888783194,57,119,1.0,2513.56,1,Retired,Debit,Branch,New York
0.023487261146496817,5.104004196901704,41,292,1.0,10090.05,0,Doctor,Debit,Branch,Austin
0.02428343949044586,6.367586663019273,22,176,1.0,480.19,1,Student,Debit,ATM,Atlanta
0.02428343949044586,3.9704805749997147,48,85,1.0,1120.88,1,Doctor,Debit,ATM,Atlanta
0.02428343949044586,6.447686138879932,21,62,1.0,370.81,1,Student,Debit,ATM,Atlanta
0.027070063694267517,6.262902901825497,43,159,1.0,13498.55,0,Doctor,Debit,ATM,Charlotte
0.021894904458598725,6.560464734925045,40,124,1.7320508075688772,14804.7,0,Doctor,Debit,Branch,Milwaukee
0.024681528662420384,5.3867860145356445,46,35,1.0,3057.4,1,Engineer,Credit,Branch,Denver
0.02786624203821656,4.5269924049240675,51,141,1.0,14942.78,0,Doctor,Debit,ATM,Fort Worth
0.023487261146496817,1.8325814637483102,39,49,1.0,14143.32,0,Doctor,Debit,ATM,Austin
0.021894904458598725,4.007878491071668,56,161,1.0,6736.3,2,Retired,Credit,ATM,Milwaukee
0.025079617834394906,6.603577904001159,48,10,1.0,3313.07,1,Engineer,Debit,Branch,Houston
0.021894904458598725,5.9132597328065915,54,14,1.0,829.71,1,Doctor,Debit,Branch,Milwaukee
0.02786624203821656,3.5281236752345424,53,170,1.0,1540.87,1,Retired,Credit,Online,Fort Worth
0.020302547770700636,4.212127597878484,32,144,1.0,6820.23,2,Engineer,Credit,Online,Louisville
0.021894904458598725,5.182232887527235,35,85,1.0,13475.14,0,Doctor,Debit,Online,Milwaukee
0.016719745222929936,6.379342571789095,32,130,1.0,714.45,1,Engineer,Debit,Branch,Portland
0.021894904458598725,5.161924741642482,21,282,1.0,1306.91,1,Student,Debit,ATM,Milwaukee
0.025079617834394906,4.373616367313912,56,189,1.0,7255.33,2,Engineer,Credit,Online,Houston
0.020302547770700636,3.729541435832826,59,156,1.0,1153.84,1,Retired,Debit,Branch,Louisville
0.02428343949044586,4.5872098606110985,77,55,1.0,6647.73,2,Retired,Credit,Branch,Atlanta
0.026671974522292995,3.5573460641520867,22,81,1.0,8709.77,2,Student,Debit,Branch,Tucson
0.02388535031847134,6.200630870491333,23,74,1.0,857.9,1,Student,Debit,Online,Jacksonville
0.021894904458598725,6.7369788203277015,53,185,1.0,509.45,1,Doctor,Credit,Online,Milwaukee
0.02428343949044586,4.311470041210748,51,158,1.0,2812.06,1,Engineer,Debit,ATM,Atlanta
0.021894904458598725,6.635329567488305,57,118,1.0,6179.91,2,Engineer,Debit,Online,Milwaukee
0.025079617834394906,5.613420034575809,26,134,1.0,6609.3,2,Engineer,Credit,Branch,Houston
0.02269108280254777,5.920746974893695,67,143,1.0,3484.32,1,Retired,Debit,Branch,San Francisco
0.02428343949044586,5.393445711639614,18,13,1.0,754.21,1,Student,Debit,ATM,Atlanta
0.02428343949044586,5.431054693986231,18,65,1.0,751.09,1,Student,Debit,Online,Atlanta
0.02428343949044586,5.476421710051968,39,86,1.0,8510.09,2,Doctor,Credit,Branch,Atlanta
0.01910828025477707,5.234312036572124,58,13,1.0,1508.72,1,Doctor,Debit,Online,Washington
0.023487261146496817,5.835249237398506,18,148,1.0,511.37,1,Student,Debit,Online,Austin
0.025079617834394906,6.076678476322463,59,215,1.0,12648.32,0,Doctor,Debit,ATM,Houston
0.016719745222929936,5.749010747259272,54,44,1.0,233.21,1,Engineer,Credit,Branch,Portland
0.02428343949044586,4.332705079341171,23,154,1.0,1092.92,1,Student,Debit,ATM,Atlanta
0.02746815286624204,3.190476350346503,59,161,1.0,6711.15,2,Engineer,Debit,ATM,Los Angeles
0.02428343949044586,3.8790865051818813,25,61,1.0,459.37,1,Student,Credit,Online,Atlanta
0.02109872611464968,6.241853547312387,79,30,1.0,6994.34,2,Retired,Debit,Branch,Sacramento
0.020302547770700636,6.1926691909034375,43,168,1.0,7071.09,2,Engineer,Debit,Branch,Louisville
0.02786624203821656,2.626116818339524,44,156,1.0,9045.19,2,Engineer,Debit,ATM,Fort Worth
0.027070063694267517,4.21803603456465,79,129,2.0,5238.71,2,Retired,Credit,Online,Charlotte
0.021894904458598725,6.285830482697427,43,22,1.0,9642.12,0,Engineer,Debit,Online,Milwaukee
0.01910828025477707,5.604772124323102,26,53,1.0,6263.96,2,Engineer,Credit,Online,Washington
0.024681528662420384,4.59491780952374,72,18,1.0,7460.33,2,Retired,Debit,Branch,Denver
0.02269108280254777,5.2836097376757625,61,98,1.0,4233.82,2,Retired,Debit,Online,San Francisco
0.023487261146496817,5.53014311824508,42,246,1.0,8303.9,2,Engineer,Debit,ATM,Austin
0.018312101910828025,3.8181517898180757,28,205,1.0,314.28,1,Student,Debit,Online,El Paso
0.020302547770700636,5.1922343677398795,35,180,1.0,5241.23,2,Doctor,Debit,Online,Louisville
0.02428343949044586,7.070961971916409,54,174,2.23606797749979,323.69,1,Engineer,Credit,ATM,Atlanta
0.02308917197452229,5.960180257068216,46,128,1.0,6863.06,2,Doctor,Debit,Branch,New York
0.024681528662420384,5.124796965707151,76,20,1.0,3877.73,1,Retired,Debit,Online,Denver
0.02388535031847134,5.847074411148584,69,253,1.0,4046.58,1,Retired,Debit,Branch,Jacksonville
0.023487261146496817,4.328757705794541,72,117,1.0,2409.73,1,Retired,Debit,ATM,Austin
